Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market
2021-09-14 18:55:50.495049504,12488783.0,Rent,Townhouse,7592.0,Downtown Dubai,2.0,5.0,5.0,4.0,"Parking, Pool, Elevator, Garden",West,New,,4.06,3.56,Recession,8.15,3247835.0,227.0
2021-09-14 23:18:40.072007200,11041875.0,Rent,Apartment,4682.0,Palm Jumeirah,14.0,0.0,3.0,3.0,"Pool, Garden",West,Under Construction,3.86,5.31,3.51,Stable,2.14,5844240.0,203.0
2021-09-15 03:41:29.648964896,1446269.0,nan,Apartment,14391.0,Jumeirah,9.0,29.0,1.0,5.0,Pool,West,New,2.47,3.84,3.74,Growth,4.21,8617828.0,327.0
2021-09-15 08:04:19.225922592,12830116.0,Sale,Townhouse,712.0,,42.0,8.0,8.0,3.0,"Elevator, Parking, Garden",East,New,,2.49,3.57,Stable,5.87,14815311.0,309.0
2021-09-15 12:27:08.802880288,7677208.0,Sale,Villa,14975.0,Jumeirah,45.0,40.0,5.0,3.0,"Pool, Elevator",North,Needs Renovation,1.4,2.75,3.55,Growth,6.03,1107963.0,198.0
2021-09-15 16:49:58.379837984,10813655.0,Sale,Penthouse,12188.0,Business Bay,28.0,30.0,9.0,1.0,"Pool, Garden, Parking, Gym",North,Under Construction,1.88,5.77,3.76,Stable,5.29,3063396.0,199.0
2021-09-15 21:12:47.956795680,10701147.0,Sale,Townhouse,8691.0,Business Bay,41.0,10.0,,1.0,"Elevator, Pool",nan,Needs Renovation,1.47,2.91,3.6,,3.64,1160355.0,352.0
2021-09-16 01:35:37.533753376,11809431.0,Sale,Villa,6989.0,Dubai Marina,17.0,6.0,7.0,4.0,"Elevator, Parking, Garden, Gym, Pool",North,New,2.01,4.99,3.67,Recession,8.88,2836732.0,122.0
2021-09-16 05:58:27.110711072,13427893.0,Sale,Apartment,11564.0,,26.0,39.0,2.0,3.0,"Pool, Gym, Parking, Garden",North,New,4.6,3.93,3.85,Stable,6.22,7579736.0,263.0
2021-09-16 10:21:16.687668768,9463775.0,Rent,Penthouse,6802.0,Jumeirah,24.0,46.0,,5.0,"Parking, Gym, Pool",West,Needs Renovation,3.04,2.87,3.71,Recession,5.15,7200468.0,337.0
2021-09-16 14:44:06.264626464,10921493.0,Rent,Villa,3306.0,,34.0,34.0,,2.0,"Gym, Parking, Garden, Pool",South,Needs Renovation,2.97,5.77,3.86,Recession,5.04,4922065.0,246.0
2021-09-16 19:06:55.841584160,10840000.0,Sale,Apartment,11968.0,Jumeirah,8.0,44.0,2.0,,"Gym, Parking, Garden, Pool, Elevator",nan,Needs Renovation,2.17,,3.79,Growth,2.92,10387248.0,116.0
2021-09-16 23:29:45.418541856,2467629.0,Sale,Townhouse,7076.0,Jumeirah,48.0,19.0,7.0,2.0,"Pool, Parking, Garden, Elevator",West,Under Construction,2.75,5.04,3.67,Recession,,7988472.0,259.0
2021-09-17 03:52:34.995499552,6747069.0,Sale,Land,13815.0,Jumeirah,39.0,21.0,3.0,1.0,"Gym, Elevator, Pool, Parking, Garden",nan,Needs Renovation,4.5,4.58,3.65,Recession,8.39,13327424.0,40.0
2021-09-17 08:15:24.572457248,14472598.0,Sale,Apartment,2704.0,Jumeirah,9.0,43.0,6.0,2.0,"Garden, Elevator, Parking, Pool",West,Under Construction,1.48,4.98,3.71,Recession,7.16,11892084.0,128.0
2021-09-17 12:38:14.149414944,2653459.0,Sale,Land,2927.0,Downtown Dubai,11.0,42.0,2.0,5.0,"Parking, Elevator, Garden",nan,New,1.03,,3.64,Recession,6.54,5649403.0,96.0
2021-09-17 17:01:03.726372640,9316774.0,Rent,Apartment,574.0,Jumeirah,23.0,7.0,9.0,5.0,Gym,West,Under Construction,2.7,3.04,3.84,Recession,7.42,3600291.0,11.0
2021-09-17 21:23:53.303330336,2200986.0,Rent,Apartment,11075.0,Business Bay,14.0,5.0,,4.0,Garden,West,Under Construction,2.81,,3.96,Stable,1.62,4829737.0,223.0
2021-09-18 01:46:42.880288032,9735008.0,,Townhouse,14009.0,Business Bay,48.0,42.0,9.0,,"Gym, Elevator, Pool, Garden",East,Needs Renovation,1.95,4.54,3.73,Stable,8.61,6968398.0,32.0
2021-09-18 06:09:32.457245728,2251203.0,Rent,Townhouse,6276.0,,34.0,6.0,3.0,3.0,Parking,North,Needs Renovation,,4.79,3.89,Recession,6.89,,241.0
2021-09-18 10:32:22.034203424,2409342.0,Sale,Villa,7118.0,Palm Jumeirah,43.0,32.0,,4.0,"Parking, Garden, Elevator",East,Under Construction,2.33,,3.98,Growth,,,362.0
2021-09-18 14:55:11.611161120,3540722.0,Sale,Penthouse,2161.0,Jumeirah,49.0,36.0,8.0,2.0,"Garden, Gym, Parking, Pool, Elevator",South,New,2.3,2.64,3.86,Stable,7.89,5757816.0,312.0
2021-09-18 19:18:01.188118816,3065390.0,Rent,Townhouse,9862.0,Downtown Dubai,23.0,8.0,5.0,3.0,"Elevator, Garden, Pool, Gym",East,Renovated,3.33,3.83,3.87,Recession,2.93,11735859.0,140.0
2021-09-18 23:40:50.765076512,3767599.0,Sale,Apartment,13887.0,Palm Jumeirah,33.0,25.0,4.0,1.0,"Garden, Pool, Elevator",West,Under Construction,2.7,4.79,3.56,Stable,2.17,10945397.0,105.0
2021-09-19 04:03:40.342034208,4196079.0,Rent,Land,8245.0,Dubai Marina,9.0,2.0,1.0,5.0,"Garden, Parking",West,New,2.74,3.4,3.72,,8.41,633684.0,258.0
2021-09-19 08:26:29.918991904,4368135.0,Rent,Townhouse,940.0,Palm Jumeirah,28.0,25.0,4.0,4.0,"Garden, Parking, Pool",North,Needs Renovation,2.45,2.94,3.7,Stable,2.65,6542812.0,5.0
2021-09-19 12:49:19.495949600,4959107.0,Rent,Villa,1660.0,Downtown Dubai,19.0,44.0,,,Pool,East,Under Construction,1.36,3.4,3.95,Growth,6.08,2697069.0,42.0
2021-09-19 17:12:09.072907296,12894487.0,,Apartment,2797.0,,44.0,32.0,3.0,3.0,"Elevator, Pool, Garden, Parking",West,Under Construction,4.95,,3.74,Recession,4.04,,31.0
2021-09-19 21:34:58.649864992,2444512.0,Sale,Land,8652.0,Palm Jumeirah,33.0,4.0,,1.0,"Gym, Pool",nan,Renovated,2.06,4.55,3.76,Stable,6.52,10647786.0,114.0
2021-09-20 01:57:48.226822688,2086131.0,Rent,Villa,9809.0,Palm Jumeirah,35.0,3.0,4.0,3.0,"Gym, Garden",East,Renovated,4.62,3.35,3.54,Growth,0.98,13261091.0,261.0
2021-09-20 06:20:37.803780384,8127097.0,,Apartment,4243.0,Dubai Marina,30.0,36.0,3.0,3.0,"Garden, Gym, Parking, Pool, Elevator",North,Renovated,,5.45,3.64,Stable,2.87,4795217.0,69.0
2021-09-20 10:43:27.380738080,12187667.0,Sale,Apartment,13917.0,Business Bay,17.0,17.0,,3.0,"Parking, Gym, Pool",South,New,2.44,3.7,3.89,Recession,8.62,,213.0
2021-09-20 15:06:16.957695776,5832768.0,Sale,Penthouse,13444.0,Jumeirah,6.0,48.0,4.0,2.0,Gym,South,New,4.13,4.68,3.9,Stable,3.52,11069703.0,284.0
2021-09-20 19:29:06.534653472,7538699.0,Rent,Penthouse,12323.0,,49.0,42.0,3.0,5.0,Garden,West,Under Construction,1.45,5.06,3.89,Recession,0.98,2682101.0,35.0
2021-09-20 23:51:56.111611168,5963443.0,Rent,Land,12881.0,Dubai Marina,1.0,35.0,,5.0,"Pool, Parking",South,New,2.43,5.42,3.66,Recession,0.25,,111.0
2021-09-21 04:14:45.688568864,1857007.0,Sale,Apartment,11592.0,Dubai Marina,14.0,13.0,5.0,2.0,"Gym, Elevator, Parking",West,Under Construction,2.37,4.75,3.95,Growth,5.34,2729577.0,323.0
2021-09-21 08:37:35.265526560,9078833.0,Rent,Townhouse,11378.0,Dubai Marina,33.0,42.0,8.0,5.0,"Garden, Parking, Pool",West,New,2.97,3.88,3.73,Stable,7.62,995727.0,168.0
2021-09-21 13:00:24.842484256,7495846.0,Sale,Townhouse,2758.0,Jumeirah,19.0,18.0,1.0,1.0,"Elevator, Pool",South,Under Construction,4.35,5.82,3.56,Growth,,9208770.0,149.0
2021-09-21 17:23:14.419441936,14770427.0,Sale,Land,1568.0,Palm Jumeirah,,28.0,6.0,2.0,"Elevator, Parking, Pool, Garden",South,Renovated,3.47,5.7,3.86,Growth,7.2,3652281.0,101.0
2021-09-21 21:46:03.996399632,14437499.0,Sale,Villa,1886.0,Downtown Dubai,11.0,5.0,5.0,2.0,Pool,South,Needs Renovation,3.69,4.61,3.85,Stable,1.37,,41.0
2021-09-22 02:08:53.573357328,4830069.0,Sale,Land,13690.0,Palm Jumeirah,35.0,49.0,6.0,2.0,"Pool, Elevator",North,Under Construction,,2.38,3.97,Growth,0.42,12400476.0,101.0
2021-09-22 06:31:43.150315024,7397676.0,Rent,Townhouse,7045.0,Dubai Marina,43.0,31.0,4.0,1.0,"Pool, Garden, Parking, Gym, Elevator",North,Needs Renovation,3.72,3.66,3.5,Recession,2.31,5261820.0,207.0
2021-09-22 10:54:32.727272720,7755085.0,Rent,Villa,13331.0,Business Bay,36.0,32.0,4.0,5.0,"Parking, Garden, Pool, Gym",South,Under Construction,3.7,2.35,3.83,,8.54,,87.0
2021-09-22 15:17:22.304230416,14599339.0,Sale,Townhouse,12834.0,Jumeirah,37.0,13.0,,5.0,Pool,West,Under Construction,3.11,2.32,3.53,Stable,8.78,5132201.0,346.0
2021-09-22 19:40:11.881188112,12221037.0,,Townhouse,14092.0,Downtown Dubai,6.0,21.0,7.0,1.0,"Elevator, Garden, Pool",East,New,4.14,4.64,3.91,Stable,1.63,12207312.0,338.0
2021-09-23 00:03:01.458145808,14412521.0,Rent,Land,3160.0,Palm Jumeirah,35.0,28.0,7.0,2.0,"Garden, Parking, Pool, Gym, Elevator",East,Needs Renovation,3.07,,3.9,Recession,8.19,7339542.0,217.0
2021-09-23 04:25:51.035103504,10553325.0,Sale,Apartment,5040.0,,38.0,1.0,6.0,2.0,Gym,West,Under Construction,1.55,3.94,3.96,Stable,4.05,4053209.0,346.0
2021-09-23 08:48:40.612061200,7445605.0,Rent,Townhouse,14049.0,Jumeirah,12.0,32.0,4.0,2.0,"Elevator, Pool, Parking",West,Renovated,3.44,,3.59,Stable,5.03,7938660.0,202.0
2021-09-23 13:11:30.189018896,9808485.0,Sale,Villa,2566.0,Business Bay,44.0,29.0,6.0,3.0,"Gym, Elevator, Pool, Garden, Parking",South,Renovated,2.36,5.67,3.54,Stable,3.36,783484.0,64.0
2021-09-23 17:34:19.765976592,2505046.0,Sale,Apartment,3339.0,Business Bay,3.0,34.0,,2.0,"Elevator, Pool, Parking, Garden",North,New,3.7,3.04,3.7,Growth,2.47,,306.0
2021-09-23 21:57:09.342934288,7309071.0,,Land,9872.0,Business Bay,23.0,14.0,6.0,5.0,"Garden, Pool, Parking",West,Needs Renovation,4.17,5.07,3.65,Stable,5.55,3472272.0,165.0
2021-09-24 02:19:58.919891984,7505292.0,Sale,Townhouse,5047.0,Jumeirah,45.0,14.0,7.0,3.0,"Pool, Elevator, Gym, Garden",South,Needs Renovation,3.42,5.97,3.54,Stable,9.24,,338.0
2021-09-24 06:42:48.496849680,9684429.0,Sale,Villa,1305.0,Dubai Marina,14.0,36.0,3.0,4.0,"Elevator, Gym, Garden, Pool, Parking",West,Under Construction,,,3.95,Recession,3.76,3577381.0,88.0
2021-09-24 11:05:38.073807376,12816515.0,Rent,Villa,4074.0,Dubai Marina,14.0,7.0,,3.0,"Pool, Parking, Garden, Elevator, Gym",West,Renovated,3.42,5.4,3.58,Recession,9.74,8762155.0,233.0
2021-09-24 15:28:27.650765072,9653049.0,Sale,Penthouse,5964.0,,23.0,24.0,4.0,1.0,"Parking, Elevator",nan,Needs Renovation,3.44,,3.63,Stable,7.66,9301171.0,206.0
2021-09-24 19:51:17.227722768,9907271.0,Rent,Penthouse,13969.0,Dubai Marina,43.0,23.0,6.0,1.0,"Elevator, Pool, Gym, Garden",North,New,,,3.74,Recession,8.24,6437288.0,157.0
2021-09-25 00:14:06.804680464,1117502.0,Rent,Townhouse,11769.0,,5.0,42.0,7.0,5.0,"Gym, Elevator, Pool, Parking",North,Renovated,3.2,5.28,3.7,,1.91,5750282.0,193.0
2021-09-25 04:36:56.381638160,7182684.0,Rent,Land,12682.0,Business Bay,5.0,45.0,1.0,5.0,"Gym, Parking, Garden, Pool, Elevator",North,Renovated,1.16,5.02,3.56,,5.5,7758353.0,257.0
2021-09-25 08:59:45.958595856,14632210.0,,Villa,3595.0,Dubai Marina,1.0,21.0,,3.0,"Garden, Gym, Parking",South,Renovated,1.89,4.37,3.62,Stable,0.08,14996952.0,95.0
2021-09-25 13:22:35.535553552,7938772.0,Sale,Apartment,6803.0,Dubai Marina,17.0,8.0,,3.0,"Pool, Elevator, Gym",East,Needs Renovation,3.46,3.31,3.93,Recession,,2948646.0,267.0
2021-09-25 17:45:25.112511248,13456465.0,Rent,Penthouse,5366.0,,43.0,4.0,4.0,4.0,"Gym, Garden",West,Under Construction,4.06,,3.74,Growth,,10907130.0,344.0
2021-09-25 22:08:14.689468944,3872063.0,nan,Townhouse,7260.0,Downtown Dubai,,23.0,,,"Parking, Gym, Garden",nan,Renovated,3.86,2.36,4.0,Growth,8.13,7962796.0,151.0
2021-09-26 02:31:04.266426640,14647045.0,,Apartment,8566.0,Business Bay,46.0,27.0,1.0,2.0,"Elevator, Pool, Parking, Garden, Gym",South,New,4.35,3.31,3.56,Recession,6.65,1711916.0,270.0
2021-09-26 06:53:53.843384336,4109009.0,,Penthouse,11773.0,,39.0,39.0,6.0,2.0,"Parking, Gym, Elevator, Garden",South,Renovated,3.28,3.87,3.95,Recession,8.0,12028488.0,108.0
2021-09-26 11:16:43.420342032,5559707.0,Sale,Penthouse,13704.0,,24.0,8.0,,5.0,"Pool, Gym, Elevator, Garden",South,New,1.23,3.65,3.52,Growth,7.04,14197327.0,198.0
2021-09-26 15:39:32.997299728,2325336.0,Rent,Villa,4782.0,Jumeirah,7.0,17.0,4.0,5.0,"Elevator, Parking",North,New,2.29,,3.58,Stable,7.16,,153.0
2021-09-26 20:02:22.574257424,8912922.0,Sale,Land,11829.0,Jumeirah,19.0,39.0,4.0,4.0,"Pool, Elevator, Parking, Garden, Gym",South,Renovated,2.03,5.36,3.89,Stable,9.22,5512163.0,127.0
2021-09-27 00:25:12.151215120,9762553.0,nan,Penthouse,1445.0,,39.0,31.0,8.0,3.0,"Pool, Parking, Garden",North,Under Construction,2.89,2.52,3.98,Stable,3.63,10990608.0,212.0
2021-09-27 04:48:01.728172816,13138282.0,Rent,Land,3869.0,Business Bay,,20.0,,,"Garden, Parking, Pool",East,Renovated,1.3,2.1,3.95,Growth,7.95,1511494.0,3.0
2021-09-27 09:10:51.305130512,7405963.0,Sale,Penthouse,1154.0,Business Bay,29.0,12.0,,5.0,"Gym, Pool",nan,New,2.34,2.89,3.64,Growth,0.8,9358693.0,317.0
2021-09-27 13:33:40.882088208,8139165.0,Sale,Villa,12496.0,Palm Jumeirah,3.0,6.0,5.0,4.0,"Elevator, Gym, Garden, Parking",East,Under Construction,3.06,4.76,3.6,Stable,7.35,,113.0
2021-09-27 17:56:30.459045904,5846411.0,Rent,Penthouse,9398.0,Dubai Marina,39.0,17.0,5.0,5.0,"Parking, Garden, Pool",North,Needs Renovation,4.63,3.15,3.58,Recession,9.58,7096033.0,327.0
2021-09-27 22:19:20.036003600,3218143.0,,Penthouse,9707.0,Dubai Marina,49.0,42.0,7.0,3.0,"Gym, Pool, Garden, Parking",North,Renovated,1.99,5.21,3.93,Stable,6.54,6006985.0,86.0
2021-09-28 02:42:09.612961296,6263080.0,Sale,Townhouse,961.0,Palm Jumeirah,0.0,0.0,1.0,1.0,"Elevator, Garden, Pool",South,Renovated,2.62,2.41,3.65,Growth,5.81,12441380.0,93.0
2021-09-28 07:04:59.189918992,13497215.0,Rent,Land,14525.0,Jumeirah,31.0,17.0,2.0,5.0,"Parking, Pool, Gym, Elevator, Garden",East,Needs Renovation,4.81,5.07,3.72,Recession,3.06,2244151.0,65.0
2021-09-28 11:27:48.766876688,3925276.0,Sale,Penthouse,4520.0,Dubai Marina,10.0,37.0,8.0,2.0,"Gym, Garden, Parking, Pool",East,Under Construction,1.98,4.66,3.52,,1.21,5127518.0,143.0
2021-09-28 15:50:38.343834384,11949794.0,Rent,Penthouse,1515.0,Dubai Marina,20.0,43.0,9.0,1.0,"Gym, Parking, Pool, Garden, Elevator",South,Needs Renovation,3.28,,3.54,Stable,9.11,9325763.0,311.0
2021-09-28 20:13:27.920792080,11511632.0,,Villa,14586.0,Jumeirah,1.0,36.0,,5.0,"Garden, Pool",West,Under Construction,,5.51,3.83,Growth,,13534380.0,281.0
2021-09-29 00:36:17.497749776,10779100.0,,Townhouse,6796.0,Palm Jumeirah,2.0,23.0,5.0,1.0,"Garden, Pool",East,Under Construction,3.88,4.86,3.72,Recession,6.28,13582404.0,211.0
2021-09-29 04:59:07.074707472,1944764.0,Sale,Villa,12631.0,Business Bay,41.0,6.0,,2.0,"Elevator, Parking, Pool",East,New,3.65,4.71,3.65,Recession,1.39,11952009.0,214.0
2021-09-29 09:21:56.651665168,10701807.0,nan,Villa,6415.0,Jumeirah,19.0,27.0,4.0,5.0,Pool,South,Needs Renovation,2.9,,3.82,Recession,2.8,500580.0,63.0
2021-09-29 13:44:46.228622864,8897839.0,Sale,Penthouse,870.0,Jumeirah,28.0,14.0,3.0,5.0,"Parking, Gym, Elevator, Pool, Garden",East,Under Construction,1.76,3.5,3.55,Recession,7.23,10874987.0,80.0
2021-09-29 18:07:35.805580560,8521141.0,Sale,Land,1982.0,,36.0,33.0,8.0,2.0,"Garden, Elevator, Parking, Gym, Pool",West,New,4.08,4.18,3.63,Growth,5.62,7762860.0,117.0
2021-09-29 22:30:25.382538256,9005076.0,Sale,Villa,8922.0,Downtown Dubai,9.0,20.0,7.0,5.0,"Gym, Parking, Elevator, Pool, Garden",North,Under Construction,4.81,,3.8,Stable,5.62,730418.0,93.0
2021-09-30 02:53:14.959495952,14025442.0,Rent,Villa,14848.0,Business Bay,47.0,19.0,2.0,5.0,"Gym, Parking, Elevator",East,Under Construction,,2.23,3.76,Growth,1.8,2540269.0,19.0
2021-09-30 07:16:04.536453648,10523984.0,Rent,Villa,13245.0,Downtown Dubai,39.0,34.0,,4.0,"Elevator, Parking",West,Needs Renovation,1.53,4.0,3.77,Recession,6.95,14660629.0,252.0
2021-09-30 11:38:54.113411344,3070268.0,Rent,Penthouse,2432.0,Business Bay,39.0,8.0,,4.0,"Pool, Gym",West,Needs Renovation,4.55,3.93,3.95,,9.97,14598976.0,126.0
2021-09-30 16:01:43.690369040,9902684.0,nan,Land,9608.0,Jumeirah,2.0,19.0,5.0,3.0,"Pool, Garden, Elevator, Gym, Parking",South,Needs Renovation,2.15,3.86,3.99,Growth,5.85,,192.0
2021-09-30 20:24:33.267326736,4559245.0,Sale,Penthouse,10943.0,,31.0,29.0,5.0,3.0,Pool,nan,Needs Renovation,,2.67,3.7,,5.36,1415316.0,191.0
2021-10-01 00:47:22.844284432,12924854.0,Rent,Townhouse,11940.0,Jumeirah,10.0,8.0,4.0,2.0,"Garden, Gym",South,Under Construction,3.84,4.3,3.71,Growth,6.25,6899170.0,243.0
2021-10-01 05:10:12.421242128,1192066.0,Sale,Land,3320.0,Downtown Dubai,42.0,7.0,7.0,5.0,"Garden, Parking, Pool",East,Under Construction,2.55,2.21,3.93,Stable,,13808804.0,146.0
2021-10-01 09:33:01.998199824,3153551.0,Sale,Apartment,11974.0,Dubai Marina,41.0,40.0,,2.0,Gym,nan,Renovated,4.36,4.81,3.61,,,12621401.0,142.0
2021-10-01 13:55:51.575157520,653619.0,Sale,Penthouse,9558.0,Dubai Marina,14.0,30.0,2.0,1.0,Parking,West,Renovated,1.24,5.66,3.85,Recession,2.43,12883727.0,131.0
2021-10-01 18:18:41.152115216,4076864.0,,Townhouse,2696.0,Downtown Dubai,26.0,28.0,6.0,1.0,"Gym, Elevator, Garden",South,Needs Renovation,,4.86,3.97,Stable,6.46,13217605.0,189.0
2021-10-01 22:41:30.729072912,7163248.0,Rent,Apartment,7680.0,Dubai Marina,32.0,6.0,1.0,3.0,Pool,East,New,1.39,2.35,3.94,Stable,9.43,11292957.0,48.0
2021-10-02 03:04:20.306030608,2864584.0,Sale,Townhouse,1731.0,Business Bay,3.0,44.0,2.0,1.0,"Garden, Parking, Elevator, Gym",South,New,4.67,5.83,3.94,Growth,8.11,14216956.0,240.0
2021-10-02 07:27:09.882988304,7197174.0,Sale,Land,505.0,Jumeirah,39.0,8.0,4.0,1.0,"Garden, Pool, Gym, Elevator, Parking",West,Under Construction,4.9,3.23,3.73,Growth,2.45,,121.0
2021-10-02 11:49:59.459946000,4600433.0,,Townhouse,6321.0,Business Bay,27.0,38.0,4.0,4.0,"Gym, Elevator, Parking, Garden, Pool",South,Needs Renovation,3.73,4.81,3.76,Growth,7.35,11816040.0,269.0
2021-10-02 16:12:49.036903696,9695360.0,Rent,Apartment,14863.0,Jumeirah,41.0,47.0,5.0,4.0,"Gym, Pool, Garden, Parking",East,Renovated,1.17,4.55,3.58,,9.43,,258.0
2021-10-02 20:35:38.613861392,13278155.0,Rent,Penthouse,11303.0,,28.0,10.0,8.0,4.0,"Elevator, Pool",East,Renovated,2.15,2.76,3.76,,5.17,,86.0
2021-10-03 00:58:28.190819088,6470454.0,Sale,Townhouse,4562.0,Jumeirah,42.0,13.0,7.0,1.0,Garden,West,Renovated,2.17,4.09,4.0,Recession,7.18,,116.0
2021-10-03 05:21:17.767776784,13609282.0,nan,Townhouse,2398.0,Downtown Dubai,22.0,19.0,2.0,2.0,"Elevator, Pool, Parking, Garden",North,Under Construction,1.5,5.36,3.9,Recession,2.0,,56.0
2021-10-03 09:44:07.344734480,4117495.0,,Villa,6620.0,Business Bay,34.0,12.0,2.0,1.0,"Parking, Pool, Garden, Gym, Elevator",East,Renovated,1.15,2.5,3.62,Recession,5.09,,207.0
2021-10-03 14:06:56.921692176,14495145.0,nan,Land,13890.0,Jumeirah,28.0,26.0,4.0,5.0,"Elevator, Gym",North,New,,3.59,3.77,Growth,2.22,3524088.0,238.0
2021-10-03 18:29:46.498649872,13256517.0,Rent,Villa,4987.0,Business Bay,32.0,10.0,,3.0,"Elevator, Gym, Pool",East,Under Construction,1.34,3.12,3.99,Growth,5.24,4092506.0,111.0
2021-10-03 22:52:36.075607568,4429399.0,Rent,Villa,5814.0,Dubai Marina,20.0,5.0,3.0,1.0,"Garden, Parking",West,New,4.76,4.96,3.72,Recession,8.33,,144.0
2021-10-04 03:15:25.652565264,8534751.0,Sale,Townhouse,13200.0,Jumeirah,0.0,12.0,2.0,2.0,Parking,nan,Renovated,4.09,3.27,3.94,Growth,1.47,941492.0,363.0
2021-10-04 07:38:15.229522960,9596615.0,Rent,Apartment,8572.0,Jumeirah,29.0,43.0,7.0,3.0,"Parking, Garden, Gym, Pool, Elevator",East,Renovated,4.94,2.98,3.62,Stable,2.77,14586993.0,321.0
2021-10-04 12:01:04.806480640,8170125.0,,Townhouse,3197.0,,12.0,36.0,4.0,1.0,"Parking, Pool",North,New,2.54,5.72,3.62,Growth,5.41,4056075.0,286.0
2021-10-04 16:23:54.383438336,3839018.0,Rent,Townhouse,14950.0,Downtown Dubai,40.0,7.0,9.0,4.0,"Gym, Garden, Parking, Elevator",South,New,3.61,2.62,3.8,Stable,8.25,9169602.0,102.0
2021-10-04 20:46:43.960396032,13633897.0,Sale,Townhouse,11263.0,Downtown Dubai,7.0,27.0,7.0,2.0,"Parking, Elevator, Gym, Pool, Garden",North,Renovated,,2.01,3.8,Recession,3.92,7905302.0,173.0
2021-10-05 01:09:33.537353728,13318741.0,Rent,Apartment,5473.0,,33.0,10.0,,5.0,"Gym, Garden, Elevator",East,Renovated,4.11,,3.74,Stable,,4148007.0,75.0
2021-10-05 05:32:23.114311424,3397476.0,Rent,Townhouse,12184.0,,47.0,12.0,9.0,,"Parking, Garden, Gym",East,Renovated,3.4,5.82,3.73,Stable,5.84,1000828.0,8.0
2021-10-05 09:55:12.691269120,4558316.0,Sale,Penthouse,10899.0,Jumeirah,20.0,11.0,8.0,2.0,"Garden, Elevator, Parking, Gym, Pool",North,Under Construction,2.63,2.29,3.67,Stable,3.04,,354.0
2021-10-05 14:18:02.268226816,13365946.0,Rent,Apartment,10585.0,Dubai Marina,46.0,23.0,,2.0,"Garden, Gym, Parking, Pool, Elevator",North,Needs Renovation,3.55,2.07,3.84,Recession,0.89,13034140.0,61.0
2021-10-05 18:40:51.845184512,9344634.0,Sale,Townhouse,10119.0,Jumeirah,,34.0,6.0,5.0,"Pool, Elevator, Garden",West,Needs Renovation,4.79,4.18,3.61,Recession,8.44,,296.0
2021-10-05 23:03:41.422142208,4275931.0,Rent,Apartment,6205.0,Dubai Marina,7.0,25.0,5.0,4.0,"Garden, Gym, Parking, Pool, Elevator",West,Under Construction,,5.49,3.58,Recession,,12330441.0,269.0
2021-10-06 03:26:30.999099904,1134770.0,Rent,Villa,11345.0,Business Bay,4.0,4.0,,5.0,"Garden, Elevator, Parking, Pool",nan,Renovated,,2.54,3.69,Growth,0.88,9113813.0,93.0
2021-10-06 07:49:20.576057600,6116585.0,nan,Townhouse,8485.0,Dubai Marina,32.0,9.0,5.0,4.0,"Gym, Parking",East,Renovated,1.18,4.95,3.84,Growth,3.51,12026362.0,38.0
2021-10-06 12:12:10.153015296,12039591.0,Sale,Land,4159.0,Downtown Dubai,5.0,17.0,7.0,5.0,"Garden, Elevator, Gym",East,Needs Renovation,1.01,5.35,3.57,Growth,2.66,2389046.0,106.0
2021-10-06 16:34:59.729972992,11140175.0,Sale,Villa,5077.0,Downtown Dubai,39.0,24.0,9.0,1.0,"Parking, Elevator, Pool, Garden, Gym",South,New,1.97,5.2,3.52,Stable,7.3,5140258.0,115.0
2021-10-06 20:57:49.306930688,1002399.0,Rent,Penthouse,9024.0,Dubai Marina,31.0,2.0,8.0,2.0,"Gym, Parking, Pool",East,Renovated,2.25,2.87,3.88,Stable,1.36,8460956.0,260.0
2021-10-07 01:20:38.883888384,13300377.0,Sale,Villa,8145.0,Downtown Dubai,,5.0,,4.0,"Pool, Elevator, Gym",North,Under Construction,,3.03,3.8,Recession,2.3,12342654.0,171.0
2021-10-07 05:43:28.460846080,11094759.0,Rent,Townhouse,3200.0,Palm Jumeirah,46.0,12.0,1.0,1.0,"Elevator, Parking, Garden, Gym, Pool",South,Needs Renovation,1.59,5.7,3.56,Growth,5.89,12702775.0,313.0
2021-10-07 10:06:18.037803776,3054882.0,Rent,Penthouse,6144.0,Business Bay,25.0,48.0,6.0,3.0,"Pool, Elevator, Gym, Garden",South,Under Construction,,5.04,3.97,Stable,6.91,8465480.0,151.0
2021-10-07 14:29:07.614761472,12712965.0,,Penthouse,3937.0,Business Bay,45.0,11.0,7.0,3.0,Garden,West,Needs Renovation,2.83,2.49,3.89,Stable,5.81,13755515.0,57.0
2021-10-07 18:51:57.191719168,10750916.0,Sale,Townhouse,13009.0,Business Bay,,19.0,2.0,2.0,Pool,North,Needs Renovation,2.6,5.28,3.84,Growth,7.13,3511885.0,282.0
2021-10-07 23:14:46.768676864,2384014.0,Sale,Apartment,9690.0,Palm Jumeirah,36.0,21.0,9.0,4.0,"Garden, Elevator",West,Under Construction,1.37,2.66,3.84,Recession,1.48,2383728.0,163.0
